Category,Article,Author,Comment,Processed_Comment,Sentiment
مصدر مطلع,قريبا .. المغرب يرفع الحظر عن تصدير البطاطس والبصل نحو إفريقيا,guennouni lahcen,أذا ثم السماح لهم بالتصدير يعني رجوع أيام الغلاء المعيشي للمواطنين يجب على السلطات السماح لهم بتصدير ما زاد على الإكتفاء الذاتي,اذا ثم السماح لهم بالتصدير يعني رجوع ايام الغلاء المعيشي للمواطنين يجب السلطات السماح لهم بتصدير زاد الاكتفاء الذاتي,positif
مصدر مطلع,قريبا .. المغرب يرفع الحظر عن تصدير البطاطس والبصل نحو إفريقيا,إلى مواطن,7 دراهم راه والو من هنا لقدام هدي تولي تاكلها ب 15 لدرهم غير صبر.,دراهم راه والو هنا لقدام هدي تولي تاكلها ب لدرهم غير صبر,neutral
مصدر مطلع,قريبا .. المغرب يرفع الحظر عن تصدير البطاطس والبصل نحو إفريقيا,الغياثي,قريبا سيصل ثمن البطاطس والطماطم الى أثمان صاروخية لان الحظر عن تصديرها الى افريقيا واوربا قد تمت ازالته.استعدوا للموجة.,قريبا سيصل ثمن البطاطس والطماطم الي اثمان صاروخيه لان الحظر تصديرها الي افريقيا واوربا قد تمت ازالتهاستعدوا للموجه,neutral
مصدر مطلع,قريبا .. المغرب يرفع الحظر عن تصدير البطاطس والبصل نحو إفريقيا,عبدالله,حلاو الحدود والله مايبقا وحد يبقا نحمان لحلول يغني محلاى إفران ومحلاى جمالو,حلاو الحدود والله مايبقا وحد يبقا نحمان لحلول يغني محلاي افران ومحلاي جمالو,neutral
مصدر مطلع,قريبا .. المغرب يرفع الحظر عن تصدير البطاطس والبصل نحو إفريقيا,حاميدو,حنا كنصليوا صلاة الاستسقاء باش يكثر الخير هما كيبيعوا داك الخير كلو لإفريقيا وحنا تاني كنهزوا القالب من الأول,حنا كنصليوا صلاه الاستسقاء باش يكثر الخير هما كيبيعوا داك الخير كلو لافريقيا وحنا تاني كنهزوا القالب الاول,neutral
مصدر مطلع,قريبا .. المغرب يرفع الحظر عن تصدير البطاطس والبصل نحو إفريقيا,كمال بيه,وهذا سبب كافي ليرتفع ثمن هذه الخضراوات أضعافا مضاعفة نزولا عند رغبة الجشعين من المضاربين أو السماسرة المرتزقة !!! ويبقى المواطن العادي يعاني وحده في غفلة من الجميع أو بالأحرى عدم اكثرات المسؤولين !؟ وهذا يطرح عدة تساؤلات عن دور المسؤولين والمنظمات المكلفة بحماية المستهلك !!!؟؟؟,وهذا سبب كافي ليرتفع ثمن الخضراوات اضعافا مضاعفه نزولا رغبه الجشعين المضاربين او السماسره المرتزقه ويبقي المواطن العادي يعاني وحده غفله الجميع او بالاحري عدم اكثرات المسوولين وهذا يطرح عده تساولات دور المسوولين والمنظمات المكلفه بحمايه المستهلك,neutral
مصدر مطلع,قريبا .. المغرب يرفع الحظر عن تصدير البطاطس والبصل نحو إفريقيا,حشومة وعار يا دولة,لا ألوم لا حكومة ولا مصدرين أو مهربين يجب على الدولة ان تراعي رعيتها لا نقبل تجويعنا مرة اخرى مفاكم من قهر جيوبنا وتحويع بطوننا لا اتكلم اكتر حتى لا اخرج عن السيطرة كفى ، فكل راعية ستحاسب على ما تفعلونه بنا,الوم حكومه ولا مصدرين او مهربين يجب الدوله ان تراعي رعيتها نقبل تجويعنا مره اخري مفاكم قهر جيوبنا وتحويع بطوننا اتكلم اكتر حتي اخرج السيطره كفي فكل راعيه ستحاسب تفعلونه بنا,positif
مصدر مطلع,قريبا .. المغرب يرفع الحظر عن تصدير البطاطس والبصل نحو إفريقيا,علال,هذا هو العبث بالمواطن. لم اسمع ابدا ببلد في العالم يصدر مواد غداءية ليس له اكتفاءا ذاتيا فيها. افهم يا فاهم.,العبث بالمواطن اسمع ابدا ببلد العالم يصدر مواد غداءيه ليس له اكتفاءا ذاتيا فيها افهم فاهم,neutral
مصدر مطلع,قريبا .. المغرب يرفع الحظر عن تصدير البطاطس والبصل نحو إفريقيا,كريم,هده هي الهدف المغرب الاخضر تجويع الشعب غلى حساب اغناء الطبقة الغنية,هده هي الهدف المغرب الاخضر تجويع الشعب غلي حساب اغناء الطبقه الغنيه,neutral
مصدر مطلع,قريبا .. المغرب يرفع الحظر عن تصدير البطاطس والبصل نحو إفريقيا,الله اكبر,رفع الحظر يعني التهاب الاسعار داخل الأسواق المغربية و رجوع معاناة المواطن الضعيف مع غلاء البطاطس والبصل. يا مسؤولين هاذ الوطن رفقا بجيوبنا. كيف يعقل بلد فلاحي بامتياز بلد الخيرات اللهم بارك و غلاء أسعار الخضر و الفواكه فداخل المغرب في حين تباع بأتمنة رخيصة في الأسواق الدولية؟؟؟؟؟,رفع الحظر يعني التهاب الاسعار داخل الاسواق المغربيه رجوع معاناه المواطن الضعيف غلاء البطاطس والبصل مسوولين هاذ الوطن رفقا بجيوبنا يعقل بلد فلاحي بامتياز بلد الخيرات اللهم بارك غلاء اسعار الخضر الفواكه فداخل المغرب حين تباع باتمنه رخيصه الاسواق الدوليه,positif
مصدر مطلع,قريبا .. المغرب يرفع الحظر عن تصدير البطاطس والبصل نحو إفريقيا,مهتم,مادا سنرى مع هده الحكومة سوى الغلاء و توقيف عجلة الاقتصادات الصغرى,مادا سنري هده الحكومه سوي الغلاء توقيف عجله الاقتصادات الصغري,neutral
مصدر مطلع,قريبا .. المغرب يرفع الحظر عن تصدير البطاطس والبصل نحو إفريقيا,عودة التطخم قريبا,إذا ارتفعت الاسعار فالجبهة الداخلية ستشتعل من جديد وسيطالب الموظفون والعمال بالزيادة في الأجور و بالتالي المشاكل الاجتماعية والأمنية,اذا ارتفعت الاسعار فالجبهه الداخليه ستشتعل جديد وسيطالب الموظفون والعمال بالزياده الاجور بالتالي المشاكل الاجتماعيه والامنيه,neutral
مصدر مطلع,قريبا .. المغرب يرفع الحظر عن تصدير البطاطس والبصل نحو إفريقيا,المغاربة.هم.الاولون,الحكومة.تسارع.الزمن.من اجل تجويع.الشعب المغربي….نحن.الاولون فبل غيرنا. ولنا.الحق الكامل في.خيرات.بلادنا..قبل تصديرها…ونحن.في.امس الحاجه إليها…,الحكومهتسارعالزمنمن اجل تجويعالشعب المغربينحنالاولون فبل غيرنا ولناالحق الكامل فيخيراتبلادناقبل تصديرهاونحنفيامس الحاجه اليها,positif
